"SET","2272727.25"
"GET","2777778.00"
"SET","2272727.25"
"GET","2777778.00"
"SET","2325581.25"
"GET","2777778.00"
"SET","2272727.25"
"GET","2702702.75"
"SET","2272727.25"
"GET","2702702.75"
"SET","2325581.25"
"GET","2777778.00"
"SET","2173913.00"
"GET","2777778.00"
"SET","2325581.25"
"GET","2777778.00"
"SET","2325581.25"
"GET","2702702.75"
"SET","2222222.25"
"GET","2631579.00"
